accountID,userID,accountType,accountName,bankName,currentBalance
385,91,Savings,Hill-Brennan,Hill-Brennan,1906.38
386,91,Car Loan,Jones-Hernandez Investments,Gregory Harvey and Hughes,-32185.19
387,92,Checking,Mays PLC,Mays PLC,2103.12
388,92,Savings,Gonzales Group,Gonzales Group,5444.38
389,92,Mortgage,Wilkinson-Maldonado Mortgage,Schwartz-Gonzalez,-156129.82
390,92,Student Loan,Jones-Hernandez Investments,Wright Daniels and Tucker,-14100.79
391,92,Car Loan,Ortiz Curtis and Dominguez Student Loan,Smith-Singleton,-25568.63
392,92,Credit Card,Lee-Campbell Credit Card,Ryan Cisneros and Weeks,-741.73
393,93,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,2334.78
394,93,Savings,Smith-Nguyen,Smith-Nguyen,17573.59
395,93,Credit Card,Holland-Greene Savings,Hill-Moyer,-3366.86
396,93,Investments,Ellis-Martin Credit Card,Harrison LLC,68138.51
397,93,Student Loan,Hebert Alexander and Roberts Student Loan,Martinez Jordan and Robinson,-25215.22
398,94,Checking,Hernandez-Edwards,Hernandez-Edwards,2777.39
399,94,Savings,Cruz LLC,Cruz LLC,18163.36
400,94,Mortgage,Guerrero Hayes and Gonzales Savings,Phillips and Sons,-232177.18
401,94,Credit Card,Hernandez Berry and Huynh Credit Card,Burns Group,-4608.12
402,95,Checking,Barrett Group,Barrett Group,3063.58
403,95,Savings,Hopkins LLC,Hopkins LLC,13313.57
404,95,Mortgage,Garcia Group Mortgage,Ortiz Harrington and Brown,-80213.66
405,95,Investments,Rosales Group Car Loan,Foster Ltd,55176.72
406,96,Checking,Garcia-Jacobson,Garcia-Jacobson,4997.48
407,96,Savings,Foster Moody and Kelley,Foster Moody and Kelley,11258.73
408,96,Credit Card,Guerrero Hayes and Gonzales Savings,Hall LLC,-1880.26
409,97,Checking,Williams PLC,Williams PLC,4345.73
410,97,Savings,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,2025.53
411,98,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,2771.07
412,98,Savings,King-Davis,King-Davis,14687.52
413,98,Credit Card,Murphy Fisher and Anthony Mortgage,Mccoy-Fuller,-2820.54
414,98,Investments,Doyle Group Student Loan,Lin-Moore,10881.64
415,98,Credit Card,Hines-Murray Savings,Alvarez Russo and Day,-1926.69
416,99,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,3511.6
417,99,Savings,Garcia-Jacobson,Garcia-Jacobson,5226.06
418,100,Checking,Rangel Gilmore and Myers,Rangel Gilmore and Myers,681.14
419,100,Savings,Gonzales Group,Gonzales Group,4285.33
420,100,Student Loan,Stanton-Harris Checking,Campbell Molina and Cook,-27256.25
421,100,Car Loan,Massey-Jones Credit Card,Brown and Sons,-10039.92
422,101,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,793.87
423,101,Savings,Gonzales Group,Gonzales Group,9399.06
424,101,Student Loan,Hart Group Credit Card,Rose Ltd,-20269.72
425,102,Checking,Clark and Sons,Clark and Sons,907.23
426,102,Savings,Mason-Mcclure,Mason-Mcclure,4391.8
427,102,Credit Card,Hickman Group Car Loan,Henderson Group,-2667.45
428,103,Checking,Mays PLC,Mays PLC,2354.3
429,103,Savings,Williams PLC,Williams PLC,16381.22
430,103,Investments,Warren Ward and Lloyd Mortgage,Holden-Andrade,99182.92
431,103,Mortgage,Edwards Lyons and Thompson Checking,Valenzuela PLC,-70651.61
432,104,Checking,Eaton-Hernandez,Eaton-Hernandez,1948.15
433,104,Savings,Foster Moody and Kelley,Foster Moody and Kelley,8211.14
434,104,Student Loan,Miller-Thompson Checking,Jenkins Jones and Hudson,-25400.15
435,105,Checking,Williams-Khan,Williams-Khan,305.19
436,105,Savings,Brown-Thomas,Brown-Thomas,18553.56
437,105,Investments,Maldonado Wong and Banks Checking,Martin and Sons,79619.61
438,105,Mortgage,Smith Inc Car Loan,Barajas PLC,-213301.1
439,106,Checking,Martinez-Butler,Martinez-Butler,4031.82
440,106,Savings,Martinez-Butler,Martinez-Butler,3652.28
441,106,Credit Card,Avila Stein and Bates Savings,Davis-Walker,-216.34
442,106,Investments,Black Ltd Car Loan,Fuller Lewis and Jones,82695.08
443,106,Student Loan,Christensen-Scott Savings,Reese Smith and Cummings,-34147.28
444,107,Checking,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,4760.75
445,107,Savings,Mays PLC,Mays PLC,4347.73
446,107,Car Loan,Reynolds Stanton and Chambers Savings,Chang LLC,-37902.13
447,107,Credit Card,Burke Mora and Richardson Savings,Weber Houston and Hansen,-3460.48
448,107,Credit Card,Taylor-Walker Credit Card,Castro Inc,-1834.46
449,108,Checking,Clark and Sons,Clark and Sons,1875.25
450,108,Savings,Pineda-Shields,Pineda-Shields,17412.35
451,108,Mortgage,Wu Allen and Horne Student Loan,Miller-Kirby,-141588.59
452,108,Car Loan,Johnson Inc Mortgage,Thomas PLC,-14280.24
453,108,Student Loan,Jones Dixon and Williams Student Loan,Wright Perry and Lopez,-7567.51
454,109,Checking,King-Davis,King-Davis,3858.81
455,109,Savings,Wiley-George,Wiley-George,18448.28
456,109,Mortgage,Gonzalez Jimenez and Fitzpatrick Mortgage,Brown Porter and Baxter,-97577.89
457,109,Mortgage,Jimenez-Hess Student Loan,King Richardson and Turner,-171167.74
458,109,Mortgage,Obrien Mann and Andrade Checking,Knight Group,-115919.78
459,109,Investments,Sandoval Nelson and Ibarra Credit Card,Garcia Inc,90612.24
460,110,Checking,Richard Ltd,Richard Ltd,2140.3
461,110,Savings,Warren-Torres,Warren-Torres,10367.28
462,110,Credit Card,Johnson King and Rivas Investments,Wallace and Sons,-3012.69
463,110,Investments,Arnold Rodriguez and Williams Credit Card,Moore Ferguson and Reeves,11677.71
464,111,Checking,Brown and Sons,Brown and Sons,2809.3
465,111,Savings,Hill-Brennan,Hill-Brennan,3939.32
466,111,Investments,Anderson Haynes and White Savings,Morrison-Miller,65454.31
467,112,Checking,Wiley-George,Wiley-George,3049.26
468,112,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,4425.94
469,112,Student Loan,Price Inc Credit Card,Ramos-Higgins,-44993.48
470,112,Credit Card,King PLC Checking,Paul-Underwood,-4930.71
471,112,Mortgage,Maldonado Wong and Banks Checking,Atkins Brown and Ramos,-129704.25
472,113,Checking,Hopkins LLC,Hopkins LLC,4710.07
473,113,Savings,Rangel Gilmore and Myers,Rangel Gilmore and Myers,2412.5
474,113,Student Loan,Richardson Ayala and Horton Credit Card,Smith Bradley and Scott,-8968.43
475,114,Checking,Carrillo LLC,Carrillo LLC,3039.98
476,114,Savings,Hawkins-Robinson,Hawkins-Robinson,9358.63
477,114,Car Loan,Baker Group Checking,Meyers Lambert and Thompson,-15063.56
478,115,Checking,Williams-Khan,Williams-Khan,4157.82
479,115,Savings,Hill-Brennan,Hill-Brennan,1519.67
480,115,Investments,Huffman-Lawrence Investments,Stout Ltd,58093.02
481,116,Checking,Greer Cole and Garcia,Greer Cole and Garcia,4503.95
482,116,Savings,Gonzales Group,Gonzales Group,9327.31
483,116,Mortgage,Jones Olson and Mason Savings,Aguirre Ltd,-195259.12
484,116,Student Loan,Cole PLC Credit Card,French-Sherman,-8668.48
485,116,Car Loan,Evans Wagner and Hansen Savings,Lee Shepard and Whitney,-30948.03
486,116,Investments,Huang Love and Jimenez Student Loan,Bullock PLC,27560.47
487,117,Checking,Lopez PLC,Lopez PLC,2467.13
488,117,Savings,Hudson-Chan,Hudson-Chan,13066.43
489,117,Credit Card,Daniels Porter and Ortiz Car Loan,Hatfield LLC,-4479.1
490,117,Investments,Walters-Marshall Credit Card,Martinez Liu and Peterson,10027.86
491,117,Investments,Combs Ltd Mortgage,Martinez Group,40139.01
492,117,Mortgage,Hernandez-Dixon Car Loan,Marquez Marshall and Smith,-52793.9
493,117,Car Loan,Burke Mora and Richardson Savings,Campos Group,-18079.83
494,118,Checking,Cruz LLC,Cruz LLC,4997.5
495,118,Savings,Williams-Cooke,Williams-Cooke,14012.46
496,119,Checking,Payne-Johnson,Payne-Johnson,113.33
497,119,Savings,Foster Group,Foster Group,17560.54
498,119,Investments,Mcintyre-Johnson Credit Card,Clark-Jones,23154.04
499,119,Student Loan,Black Ltd Mortgage,Jones Group,-2016.73
500,120,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,1859.61
501,120,Savings,Foster Group,Foster Group,19307.99
502,120,Mortgage,Irwin-Beck Mortgage,Mcdaniel Bowen and Smith,-84241.66
503,121,Checking,Hill-Brennan,Hill-Brennan,1319.39
504,121,Savings,Hawkins-Robinson,Hawkins-Robinson,13275.11
505,121,Credit Card,Sutton LLC Checking,Barrett-Brown,-3198.51
506,121,Student Loan,Kelly Barnes and Rivera Investments,Gonzalez-Landry,-20051.67
507,122,Checking,Chavez Schwartz and Williams,Chavez Schwartz and Williams,4592.89
508,122,Savings,Brown and Sons,Brown and Sons,6981.31
509,122,Credit Card,Riley-Johnson Car Loan,Carr-Conley,-4666.88
510,122,Credit Card,Jones PLC Mortgage,Clark Wilson and Lara,-4338.26
511,123,Checking,Hawkins-Robinson,Hawkins-Robinson,4326.18
512,123,Savings,James-Jordan,James-Jordan,18355.66
513,123,Student Loan,Sanchez Erickson and Cole Student Loan,Norman LLC,-6648.67
514,123,Student Loan,Harris-Webb Checking,Mendoza-Rivera,-3464.76
515,124,Checking,Carrillo LLC,Carrillo LLC,1943.26
516,124,Savings,Hernandez-Edwards,Hernandez-Edwards,9957.48
517,124,Investments,Gaines-Griffith Car Loan,Galvan-Rojas,93375.9
518,124,Student Loan,Hamilton-Forbes Mortgage,Gutierrez Inc,-25320.15
519,124,Credit Card,Crosby-Brooks Car Loan,Rivers-Garcia,-540.09
520,125,Checking,Williams-Khan,Williams-Khan,4764.07
521,125,Savings,Hudson-Chan,Hudson-Chan,15404.68
522,125,Car Loan,Barton Underwood and Park Checking,Padilla-Hart,-20722.16
523,125,Credit Card,Dean Group Investments,Phillips Mitchell and Tran,-1321.45
524,125,Investments,Barry Garrison and Henry Credit Card,Erickson LLC,91763.76
525,125,Student Loan,Hawkins-Bell Investments,Michael and Sons,-47667.18
526,126,Checking,Greer Cole and Garcia,Greer Cole and Garcia,1882.21
527,126,Savings,Cruz LLC,Cruz LLC,1926.72
528,126,Student Loan,Nelson Brandt and Kim Investments,Clark Smith and Bradley,-22351.78
529,126,Mortgage,Jackson Group Credit Card,Washington-Doyle,-93269.39
530,126,Mortgage,Huffman-Lawrence Investments,Mcdonald Wells and Burch,-242852.89
531,126,Mortgage,Reid Inc Checking,Fowler Inc,-156925.79
532,127,Checking,Rangel Gilmore and Myers,Rangel Gilmore and Myers,162.83
533,127,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,11213.39
534,127,Investments,Contreras Rosales and Collins Investments,Marshall Sellers and Jackson,18326.82
535,127,Investments,Lyons Inc Savings,Alexander-Huffman,19170.03
536,127,Mortgage,Norman Miller and Swanson Student Loan,Butler Garrett and Duncan,-217256.45
537,127,Credit Card,Ruiz PLC Car Loan,Marsh-Guerra,-1023.73
538,128,Checking,Brown and Sons,Brown and Sons,2753.96
539,128,Savings,Barrett Group,Barrett Group,6895.95
540,128,Car Loan,Barr-Moreno Credit Card,Duncan-Sanchez,-28085.27
541,128,Student Loan,Guerrero Hayes and Gonzales Savings,Stevenson Gilmore and Brown,-36409.5
542,128,Car Loan,Silva-Robertson Credit Card,Meyers-Mcgrath,-15127.39
543,128,Mortgage,Lloyd Inc Student Loan,Smith Ltd,-61670.59
544,129,Checking,Richard Ltd,Richard Ltd,4891.75
545,129,Savings,Faulkner Group,Faulkner Group,5247.27
546,129,Car Loan,Reed and Sons Car Loan,Drake Inc,-12477.38
547,129,Mortgage,Evans-Perez Mortgage,Mills-Henson,-77266.05
548,129,Mortgage,Nelson Hines and Wright Student Loan,Trujillo PLC,-225512.14
549,130,Checking,Luna Becker and Hensley,Luna Becker and Hensley,1865.17
550,130,Savings,Clark and Sons,Clark and Sons,9107.75
551,130,Student Loan,Mccullough Ltd Investments,Ramirez-Davis,-25096.47
552,130,Investments,Dean LLC Checking,Noble Inc,75703.73
553,130,Car Loan,Mccoy and Sons Savings,Atkins Edwards and Wilson,-34620.69
554,131,Checking,Pineda-Shields,Pineda-Shields,2159.03
555,131,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,14434.77
556,131,Student Loan,Ashley Douglas and Monroe Car Loan,Alvarado Ltd,-36840.46
557,131,Mortgage,Jones-Oconnor Savings,Wong-Rodriguez,-236991.53
558,131,Student Loan,Hernandez-Thornton Checking,Brown Griffin and Jones,-46463.79
559,131,Car Loan,Smith Price and Terry Checking,Swanson-White,-31245.84
560,132,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,762.89
561,132,Savings,Garcia-Jacobson,Garcia-Jacobson,7619.93
562,132,Student Loan,Sanchez Erickson and Cole Student Loan,Wright-Keller,-4178.58
563,133,Checking,Anderson-Maldonado,Anderson-Maldonado,693.14
564,133,Savings,Smith-Nguyen,Smith-Nguyen,6216.68
565,133,Mortgage,Riley-Johnson Car Loan,Reid LLC,-94302.72
566,133,Investments,Contreras Hayes and Knapp Car Loan,Murphy-Horne,32548.9
567,134,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,516.6
568,134,Savings,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,4821.18
569,134,Mortgage,Randall-Brock Savings,Key Ltd,-56638.32
570,135,Checking,Hawkins-Robinson,Hawkins-Robinson,922.8
571,135,Savings,Lopez PLC,Lopez PLC,4710.85
572,136,Checking,Foster Group,Foster Group,4469.45
573,136,Savings,Richard Ltd,Richard Ltd,15651.86
574,136,Car Loan,Smith-Little Savings,Hill and Sons,-16317.57
575,136,Car Loan,Lee Ltd Mortgage,Johnson Sosa and Hernandez,-11729.64
576,137,Checking,Pineda-Shields,Pineda-Shields,3477.46
577,137,Savings,Mason-Mcclure,Mason-Mcclure,9868.96
578,137,Student Loan,Smith Ltd Car Loan,Ramsey Erickson and West,-5218.08
579,137,Investments,Elliott-Kennedy Student Loan,Jones-Townsend,41786.62
580,138,Checking,Hill-Brennan,Hill-Brennan,1468.88
581,138,Savings,Faulkner Group,Faulkner Group,2448.33
582,138,Credit Card,Wyatt Rodriguez and Castro Savings,Adams-Rose,-634.67
583,138,Student Loan,Young-Morales Credit Card,Suarez Knight and Thompson,-41029.4
584,138,Credit Card,Flynn-Hicks Investments,Lewis Freeman and Winters,-3595.37
585,138,Student Loan,Wolf-Merritt Car Loan,Williams-Porter,-15016.41
586,138,Student Loan,Sandoval Nelson and Ibarra Credit Card,Kelly-Glenn,-2834.11
587,139,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,2930.43
588,139,Savings,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,19669.86
589,139,Student Loan,Rivas-Padilla Investments,Webb Sanchez and Mcdonald,-26371.56
590,140,Checking,Ramirez-Hanson,Ramirez-Hanson,4024.26
591,140,Savings,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,13423.35
592,140,Credit Card,Kennedy Johnson and Curtis Savings,Tyler Ryan and Roberson,-1519.76
593,140,Student Loan,Bridges-Frost Car Loan,Powell Brown and Ramsey,-36345.17
594,140,Credit Card,Fleming Green and Taylor Student Loan,Pearson Allen and Rodriguez,-1724.96
595,141,Checking,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,4026.06
596,141,Savings,Cruz LLC,Cruz LLC,9652.87
597,141,Student Loan,Haynes-Jones Savings,Reed LLC,-20164.78
598,141,Mortgage,Smith-Little Savings,Clark-Johnson,-230928.66
599,141,Mortgage,Hill-Pierce Checking,Velazquez Harris and Wilson,-122203.97
600,141,Mortgage,Walker-Wiggins Checking,Clark-Thomas,-149060.64
601,141,Car Loan,Warren Inc Credit Card,Bradshaw Group,-33532.4
602,142,Checking,Rangel Gilmore and Myers,Rangel Gilmore and Myers,2655.8
603,142,Savings,Lopez PLC,Lopez PLC,1019.93
604,142,Credit Card,Combs Ltd Mortgage,Williams Burke and Larson,-4251.17
605,142,Mortgage,Orr Inc Checking,Lewis Group,-155477.07
606,143,Checking,Villegas Weaver and Skinner,Villegas Weaver and Skinner,547.99
607,143,Savings,Clark and Sons,Clark and Sons,17721.16
608,143,Investments,Mcknight-Johnson Checking,Zimmerman Ltd,80870.07
609,143,Student Loan,Riley-Johnson Car Loan,Morgan and Sons,-42513.87
610,143,Car Loan,Avila Stein and Bates Savings,Jackson-Harper,-15827.78
611,143,Mortgage,King Johnston and Whitehead Savings,Horton and Sons,-150614.7
612,144,Checking,Williams PLC,Williams PLC,1728.35
613,144,Savings,Mays PLC,Mays PLC,9207.13
614,144,Credit Card,Matthews LLC Car Loan,Collins-Davis,-3985.83
615,145,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,4214.15
616,145,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,6786.83
617,145,Investments,Wong Graves and Wilson Investments,Salazar-Strong,97661.9
618,145,Mortgage,Silva-Robertson Credit Card,Macias and Sons,-168729.13
619,145,Investments,Farley Hernandez and Oconnell Savings,Trevino Group,84016.93
620,146,Checking,Martinez-Butler,Martinez-Butler,2510.29
621,146,Savings,Williams-Cooke,Williams-Cooke,7473.34
622,146,Investments,Orr Inc Checking,Pierce Joyce and Young,69406.83
623,146,Credit Card,Sandoval Taylor and Acosta Car Loan,Meyer-Washington,-1235.88
624,146,Car Loan,Murphy Fisher and Anthony Mortgage,Long PLC,-13262.86
625,147,Checking,Martinez-Butler,Martinez-Butler,2652.67
626,147,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,15851.91
627,147,Mortgage,Walker Cross and Carpenter Checking,David Inc,-83356.64
628,148,Checking,Lopez PLC,Lopez PLC,974.26
629,148,Savings,Carrillo LLC,Carrillo LLC,4034.24
630,148,Investments,Hayes-Bishop Checking,Charles Zhang and Hicks,95932.45
631,148,Investments,Fisher PLC Savings,Pope-Mathis,86360.78
632,148,Mortgage,Hernandez-Williams Investments,Peterson Ltd,-193839.01
633,149,Checking,Williams-Cooke,Williams-Cooke,4587.66
634,149,Savings,Lopez PLC,Lopez PLC,5605.35
635,149,Student Loan,King PLC Checking,Butler Reid and Ortega,-41503.71
636,150,Checking,Hudson-Chan,Hudson-Chan,4269.81
637,150,Savings,Hernandez-Edwards,Hernandez-Edwards,12697.81
638,150,Investments,Lee-Hobbs Student Loan,Duran Inc,80786.09
639,150,Investments,Rodriguez LLC Credit Card,Walker-Ortiz,84477.05
640,150,Mortgage,Mcpherson Patel and Sullivan Car Loan,Tran-Osborne,-194041.81
641,151,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,4729.9
642,151,Savings,Garcia-Jacobson,Garcia-Jacobson,16056.43
643,151,Credit Card,King Johnston and Whitehead Savings,Salazar-Williams,-2539.49
644,151,Student Loan,Miller PLC Mortgage,Bennett Ltd,-12247.58
645,151,Student Loan,Garcia Group Mortgage,Contreras Hernandez and Nguyen,-42282.07
646,152,Checking,Faulkner Group,Faulkner Group,981.55
647,152,Savings,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,8332.6
648,153,Checking,Martinez-Butler,Martinez-Butler,189.01
649,153,Savings,Brown and Sons,Brown and Sons,15180.06
650,153,Car Loan,Floyd-Medina Checking,Salazar Group,-24659.36
651,153,Student Loan,Kelley Group Investments,Garcia-Mcdowell,-44693.78
652,153,Car Loan,Gibson Ltd Savings,Aguirre-Maxwell,-17140.38
653,154,Checking,Hudson-Chan,Hudson-Chan,610.09
654,154,Savings,Wiley-George,Wiley-George,16910.75
655,154,Mortgage,Martinez-Hansen Student Loan,Chen Mcbride and Brown,-179943.1
656,154,Student Loan,Hardy Carter and Perez Savings,Price Henry and Patterson,-9492.47
657,154,Mortgage,Taylor-Watkins Car Loan,Medina Brown and Richard,-231870.69
658,154,Mortgage,Clements-Walker Mortgage,White-Walker,-244276.92
659,155,Checking,Anderson-Maldonado,Anderson-Maldonado,1383.15
660,155,Savings,Luna Becker and Hensley,Luna Becker and Hensley,11921.45
661,155,Student Loan,Norman Miller and Swanson Student Loan,Medina Brennan and Young,-20840.95
662,155,Student Loan,Cantu Inc Investments,French Perez and Garrett,-17319.29
663,155,Car Loan,Dawson Medina and Harrison Car Loan,Mahoney and Sons,-36031.32
664,155,Investments,Miller-Thompson Checking,Preston PLC,74313.08
665,156,Checking,Johnson Group,Johnson Group,2411.38
666,156,Savings,King-Davis,King-Davis,9991.18
667,156,Car Loan,Ruiz Brock and Johnson Car Loan,Ramirez LLC,-21387.55
668,156,Student Loan,Blevins Jensen and Greer Mortgage,Aguilar Cooper and Kelly,-19616.24
669,156,Credit Card,Black Ltd Car Loan,Hamilton-Lee,-3219.9
670,157,Checking,Villegas Weaver and Skinner,Villegas Weaver and Skinner,412.74
671,157,Savings,Warren-Torres,Warren-Torres,9233.35
672,157,Student Loan,Miles Williams and Christensen Checking,Mendoza PLC,-46129.12
673,157,Mortgage,Castillo Group Savings,Thompson PLC,-145542.91
674,158,Checking,Pineda-Shields,Pineda-Shields,4226.53
675,158,Savings,King-Davis,King-Davis,4300.7
676,158,Credit Card,Barton Underwood and Park Checking,Logan LLC,-1792.71
677,158,Investments,Orr Inc Checking,Campbell Group,9859.9
